claim_id,status,adjuster_foreign_key,policy_foreign_key
163263,Accepted,Bartosz Kwiatkowski,585045
204794,Declined,Danuta Lewandowska,863781
658737,Declined,Eryk Wroblewski,589839
678161,Accepted,Cezary Zajac,694768
761192,Accepted,Jacek Kaczmarek,386186
193684,Accepted,Anna Krawczyk,666742
941695,Accepted,Gabriel Nowicki,526523
598977,Accepted,Krzysztof Wroblewski,318040
633557,Accepted,Filip Wozniak,715933
481347,Declined,Leon Adamczyk,863781
246137,Declined,Joanna Majewska,307794
131095,Declined,Marian Walczak,307794
978228,Declined,Halina Olszewska,936378
528228,Accepted,Lidia Malinowska,746854
496565,Declined,Eryk Wroblewski,115533
595038,Declined,Eryk Wroblewski,269617
806494,Accepted,Bartosz Kwiatkowski,911109
593576,Declined,Dawid Kaminski,500541
552189,Declined,Jolanta Wojciechowska,358800
985885,Accepted,Aneta Malinowska,924882
612253,Accepted,Daniel Adamczyk,996342
993869,Accepted,Antoni Jankowski,259082
742950,Declined,Blazej Krawczyk,394822
722396,Accepted,Blazej Krawczyk,893031
205031,Declined,Aneta Malinowska,415596
632731,Declined,Dawid Kaminski,949076
428026,Accepted,Daniel Adamczyk,237694
203526,Declined,Leon Adamczyk,998846
275038,Declined,Hubert Pawlowski,810297
368607,Accepted,Anna Krawczyk,110996
638719,Declined,Filip Krawczyk,547038
804703,Declined,Karolina Wieczorek,238725
671218,Declined,Emilia Wisniewska,685822
747426,Accepted,Filip Kowalczyk,657440
616179,Declined,Jolanta Wojciechowska,940869
112266,Accepted,Eryk Wroblewski,900279
570937,Declined,Jaroslaw Zalewski,668707
941932,Declined,Monika Mazur,660359
409372,Accepted,Bogumila Wojcik,272565
850937,Declined,Jolanta Wojciechowska,972240
102780,Declined,Jaroslaw Zalewski,668707
416011,Accepted,Blazej Krawczyk,530875
815468,Accepted,Krzysztof Wroblewski,158143
536551,Accepted,Gabriel Zajac,957933
892868,Declined,Leon Adamczyk,318245
319231,Declined,Joanna Majewska,281628
863058,Accepted,Lidia Malinowska,476050
222048,Declined,Bartosz Kwiatkowski,105686
205681,Accepted,Leon Adamczyk,350549
302087,Accepted,Danuta Lewandowska,979959
966343,Accepted,Ewa Stepien,214329
776745,Accepted,Mateusz Pawlak,166692
712575,Accepted,Andrzej Grabowski,425624
631141,Accepted,Grzegorz Rutkowski,980966
848588,Declined,Filip Krawczyk,388033
766292,Accepted,Grzegorz Szewczyk,988737
151534,Declined,Lucyna Kaminska,654437
865731,Declined,Aneta Malinowska,729811
914091,Accepted,Danuta Lewandowska,121100
601452,Accepted,Edyta Krol,996855
693934,Declined,Jolanta Gorska,793348
678890,Declined,Filip Krawczyk,824676
124051,Declined,Halina Kowalska,167196
602584,Declined,Cyprian Kozlowski,396026
681015,Accepted,Adrian Gorski,959829
772941,Declined,Bartosz Michalak,111715
125642,Declined,Jolanta Wojciechowska,482880
465099,Declined,Marek Michalak,971860
811449,Accepted,Ewa Stepien,134429
363123,Accepted,Karolina Wieczorek,947816
389580,Declined,Cezary Zajac,388336
112314,Declined,Joanna Majewska,903987
200147,Declined,Blazej Krawczyk,719882
749747,Declined,Bogdan Wisniewski,886574
264363,Accepted,Eryk Wroblewski,505781
280113,Declined,Cezary Zajac,236032
213991,Declined,Jolanta Gorska,319358
884945,Accepted,Cezary Zajac,562294
971785,Declined,Filip Wozniak,937343
982235,Declined,Aneta Malinowska,497458
693336,Accepted,Emilia Wisniewska,285628
274047,Declined,Grzegorz Szewczyk,118720
655488,Accepted,Grzegorz Rutkowski,363679
598520,Declined,Jacek Kaczmarek,649048
448182,Accepted,Adrian Gorski,526745
517217,Accepted,Janina Lewandowska,392828
158303,Declined,Filip Krawczyk,991515
755382,Accepted,Joanna Majewska,717087
238996,Declined,Monika Mazur,484926
189372,Accepted,Krzysztof Wroblewski,628260
531897,Accepted,Blazej Krawczyk,674589
638998,Declined,Hubert Pawlowski,413347
630426,Declined,Hubert Pawlowski,328145
761189,Declined,Cyprian Kozlowski,119933
767335,Accepted,Dawid Kaminski,753478
176332,Accepted,Antoni Jankowski,151043
555993,Accepted,Lidia Malinowska,185257
560957,Declined,Joanna Majewska,638831
200003,Accepted,Blazej Krawczyk,776287
365684,Accepted,Mateusz Pawlak,412372
151582,Declined,Bogumila Zajac,275046
733863,Declined,Daniel Adamczyk,914511
806148,Accepted,Danuta Lewandowska,416002
232120,Declined,Blazej Krawczyk,816184
658988,Declined,Danuta Lewandowska,112879
924468,Declined,Bartosz Kwiatkowski,808113
660936,Accepted,Kazimierz Gorski,261651
264880,Accepted,Halina Olszewska,988737
425273,Declined,Bogdan Olszewski,943888
323428,Accepted,Filip Krawczyk,895485
701914,Declined,Adrian Gorski,788524
879266,Accepted,Anna Krawczyk,840040
354156,Declined,Lidia Malinowska,272565
777456,Accepted,Adrian Gorski,430628
460822,Declined,Halina Kowalska,379289
824979,Declined,Lidia Malinowska,970911
885659,Declined,Leon Adamczyk,319030
176505,Accepted,Edyta Krol,358814
508468,Accepted,Blazej Kwiatkowski,401320
854606,Declined,Lidia Malinowska,564646
603124,Accepted,Lidia Malinowska,794857
131024,Accepted,Halina Kowalska,776287
195033,Declined,Grzegorz Rutkowski,646323
816195,Declined,Cezary Zajac,910552
659575,Declined,Jacek Kaczmarek,863102
629264,Accepted,Karolina Wieczorek,405452
213738,Declined,Filip Kowalczyk,216114
235069,Accepted,Krzysztof Wroblewski,683704
249184,Accepted,Dawid Kaminski,461945
232629,Declined,Adrian Gorski,319358
167216,Declined,Bartosz Kwiatkowski,405209
834602,Accepted,Antoni Jankowski,782344
134793,Accepted,Karolina Wieczorek,141486
114258,Declined,Monika Mazur,949076
947719,Accepted,Andrzej Grabowski,493430
255942,Accepted,Karolina Wieczorek,609568
227922,Declined,Antoni Jankowski,840265
436285,Declined,Bogdan Wisniewski,283727
494056,Accepted,Blazej Kwiatkowski,366866
694385,Declined,Marek Michalak,266202
833900,Declined,Lucyna Kaminska,400633
340923,Accepted,Bogumila Zajac,100346
985934,Accepted,Filip Kowalczyk,647332
234106,Accepted,Blazej Krawczyk,121206
563913,Declined,Hubert Pawlowski,784489
688853,Declined,Mateusz Pawlak,595178
968083,Accepted,Ewa Stepien,204396
541919,Accepted,Irena Pietrzak,144302
144660,Accepted,Ewa Stepien,925424
981630,Declined,Jacek Kaczmarek,270590
680620,Accepted,Filip Wozniak,270381
212847,Accepted,Grzegorz Rutkowski,311018
306667,Declined,Dawid Kaminski,536890
487017,Accepted,Joanna Majewska,537731
224880,Accepted,Monika Mazur,294561
238890,Declined,Grzegorz Rutkowski,689869
129107,Declined,Blazej Krawczyk,515554
317807,Declined,Blazej Krawczyk,286060
482690,Declined,Gabriel Nowicki,836736
187684,Declined,Adrian Gorski,310616
418644,Accepted,Marek Michalak,577479
304749,Declined,Ewa Stepien,704021
514857,Declined,Grzegorz Rutkowski,391054
719377,Accepted,Anna Krawczyk,893606
744739,Declined,Jacek Kaczmarek,878040
501312,Accepted,Dawid Kaminski,283440
138331,Declined,Irena Pietrzak,344925
546148,Accepted,Gabriela Pietrzak,216203
196521,Declined,Eryk Wroblewski,294722
534221,Accepted,Lidia Malinowska,981936
108072,Declined,Filip Wozniak,189128
537646,Accepted,Grzegorz Szewczyk,893661
529019,Accepted,Jolanta Gorska,223880
302827,Declined,Halina Olszewska,979959
648373,Accepted,Monika Mazur,943055
152185,Accepted,Cyprian Kozlowski,572917
142266,Declined,Bogumila Wojcik,654870
688449,Accepted,Lucyna Kaminska,149231
778761,Accepted,Bogdan Wisniewski,517834
515800,Declined,Irena Pietrzak,161580
511211,Accepted,Jacek Kaczmarek,266202
356083,Accepted,Marek Michalak,585045
924009,Declined,Kazimierz Gorski,591287
222515,Accepted,Blazej Kwiatkowski,240358
735105,Declined,Bogumila Zajac,679855
619874,Declined,Gabriel Nowicki,284642
798603,Declined,Janina Lewandowska,618769
242274,Declined,Lucyna Kaminska,678230
104413,Accepted,Anna Krawczyk,756579
215898,Accepted,Filip Krawczyk,413852
551991,Accepted,Blazej Kwiatkowski,713652
724661,Declined,Krzysztof Wroblewski,493637
307527,Accepted,Krzysztof Wroblewski,410406
680169,Declined,Adrian Gorski,652445
864547,Accepted,Filip Krawczyk,893606
589516,Accepted,Antoni Jankowski,435872
810274,Accepted,Janina Lewandowska,818875
335324,Declined,Marek Michalak,433905
165287,Declined,Gabriel Zajac,402793
856782,Declined,Janina Lewandowska,640467
145620,Declined,Gabriel Zajac,269617
217795,Accepted,Danuta Lewandowska,745476
172726,Accepted,Mateusz Pawlak,843410
834275,Declined,Kazimierz Gorski,360025
582943,Accepted,Antoni Jankowski,978335
645252,Accepted,Lidia Malinowska,857408
216408,Accepted,Kazimierz Gorski,745083
592125,Accepted,Cyprian Kozlowski,273597
545508,Declined,Bogumila Zajac,138741
194021,Declined,Dawid Kaminski,668041
194554,Accepted,Kazimierz Gorski,534901
206173,Declined,Lucyna Kaminska,295113
199309,Accepted,Danuta Lewandowska,452849
503754,Declined,Lucyna Kaminska,120939
775420,Accepted,Bartosz Michalak,491805
219002,Accepted,Gabriel Zajac,126427
385231,Declined,Andrzej Grabowski,647123
527772,Accepted,Lidia Malinowska,267098
504125,Declined,Blazej Kwiatkowski,281329
625986,Accepted,Edyta Krol,138741
829172,Accepted,Adrian Gorski,829365
793869,Declined,Monika Mazur,873730
731817,Accepted,Cyprian Kozlowski,113220
939526,Declined,Daniel Adamczyk,674520
994906,Declined,Halina Olszewska,708118
359293,Declined,Filip Kowalczyk,624303
171201,Declined,Bartosz Michalak,186391
888241,Accepted,Joanna Majewska,199523
467157,Declined,Kazimierz Gorski,704956
235583,Declined,Monika Mazur,419267
387683,Accepted,Jacek Kaczmarek,146110
884267,Accepted,Cyprian Kozlowski,564775
432431,Accepted,Grzegorz Rutkowski,117164
642002,Declined,Andrzej Grabowski,634006
967249,Accepted,Grzegorz Szewczyk,151043
129120,Declined,Monika Mazur,401063
737420,Accepted,Irena Pietrzak,350108
604788,Declined,Gabriel Nowicki,263486
643577,Accepted,Anna Krawczyk,635578
608998,Declined,Grzegorz Rutkowski,789821
740514,Declined,Mateusz Pawlak,752449
340165,Declined,Jacek Kaczmarek,794136
974069,Declined,Adrian Gorski,231001
331550,Accepted,Andrzej Grabowski,110266
836822,Accepted,Janina Lewandowska,846820
550871,Accepted,Bogumila Wojcik,970911
145875,Accepted,Bogumila Zajac,514873
669176,Declined,Filip Wozniak,696534
233467,Declined,Krzysztof Wroblewski,336314
661572,Accepted,Grzegorz Szewczyk,594822
370683,Accepted,Marian Walczak,542528
318204,Accepted,Halina Kowalska,282082
545034,Declined,Grzegorz Rutkowski,162571
498003,Accepted,Joanna Majewska,645292
929829,Declined,Bogdan Olszewski,369078
419353,Declined,Bartosz Michalak,217185
791623,Declined,Adrian Gorski,465177
401164,Accepted,Blazej Kwiatkowski,184798
896339,Declined,Cezary Zajac,746854
573174,Declined,Marek Michalak,744300
930223,Accepted,Marek Michalak,959033
321287,Declined,Cezary Zajac,578547
640165,Accepted,Kazimierz Gorski,872352
544208,Accepted,Karolina Wieczorek,218068
378887,Accepted,Mateusz Pawlak,832099
373534,Declined,Jacek Kaczmarek,414804
237346,Accepted,Mateusz Pawlak,655048
640769,Accepted,Janina Lewandowska,644264
805432,Accepted,Blazej Kwiatkowski,238334
629979,Declined,Lucyna Kaminska,373720
302721,Declined,Marian Walczak,583414
500869,Declined,Jolanta Wojciechowska,768106
906452,Accepted,Bogdan Wisniewski,789821
505384,Accepted,Irena Pietrzak,650862
494308,Declined,Marek Michalak,301777
922436,Declined,Cezary Zajac,787803
